PLine	Accession	peptide_count_EXP19_CYT_050316(searched:2016-05-09)	peptide_count_EXP19_NUC_050316(searched:2016-05-09)	NSAF_EXP19_CYT_050316(searched:2016-05-09)	NSAF_EXP19_NUC_050316(searched:2016-05-09)	EMPAI_EXP19_CYT_050316(searched:2016-05-09)	EMPAI_EXP19_NUC_050316(searched:2016-05-09)	spectral_count_EXP19_CYT_050316(searched:2016-05-09)	spectral_count_EXP19_NUC_050316(searched:2016-05-09)	seqcov_EXP19_CYT_050316(searched:2016-05-09)	seqcov_EXP19_NUC_050316(searched:2016-05-09)	description	occurrence	status	
P	P35579	208	212	0.001179748	0.001855807	1.6424088	1.7164392	274	276	42.20%	43.40%	Myosin-9 OS=Homo sapiens GN=MYH9 PE=1 SV=4 	2	1_1_	1_1_
P	P35580	115	140	5.94E-04	0.001127144	1.0796967	1.1627185	139	169	31.80%	33.50%	Myosin-10 OS=Homo sapiens GN=MYH10 PE=1 SV=3 	2	1_1_	1_1_
P	O14639-2	4	18	5.88E-05	3.85E-04	0.14815366	0.51356125	5	21	6.00%	18.00%	Isoform 2 of Actin-binding LIM protein 1 OS=Homo sapiens GN=ABLIM1 	2	1_1_	1_1_
P	tr|Q5JXX3|Q5JXX3_HUMAN	0	1	0	7.40E-05	0	0.29419577	0	1	0	11.20%	Mortality factor 4-like protein 2 (Fragment) OS=Homo sapiens GN=MORF4L2 PE=2 SV=1 	1	0_1_	0_1_
P	Reverse_sp|Q8NDA2|HMCN2_HUMAN	1	0	1.67E-06	0	0.006931663	0	1	0	0.30%	0	Hemicentin-2 OS=Homo sapiens GN=HMCN2 PE=2 SV=2 	1	1_0_	1_0_
P	Q9UH62	5	2	1.34E-04	6.95E-05	0.27643883	0.101539254	6	2	10.60%	4.20%	Armadillo repeat-containing X-linked protein 3 OS=Homo sapiens GN=ARMCX3 PE=1 SV=1 	2	1_1_	1_1_
P	tr|G3V4C1|G3V4C1_HUMAN	7	31	2.89E-04	0.001895598	0.3614447	1.4547088	10	42	13.40%	39.00%	Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Homo sapiens GN=HNRNPC PE=2 SV=1 	2	1_1_	1_1_
P	Q9UGU5	0	1	0	2.19E-05	0	0.06659615	0	1	0	2.80%	HMG domain-containing protein 4 OS=Homo sapiens GN=HMGXB4 PE=1 SV=2 	1	0_1_	0_1_
P	Q14409	1	0	1.53E-05	0	0.10407865	0	1	0	4.30%	0	Putative glycerol kinase 3 OS=Homo sapiens GN=GK3P PE=5 SV=2 	1	1_0_	1_0_
P	Q9UH73	0	1	0	2.23E-05	0	0.08893013	0	1	0	3.70%	Transcription factor COE1 OS=Homo sapiens GN=EBF1 PE=1 SV=2 	1	0_1_	0_1_
P	Q8IXI2-7	1	0	1.28E-05	0	0.035142183	0	1	0	1.50%	0	Isoform 7 of Mitochondrial Rho GTPase 1 OS=Homo sapiens GN=RHOT1 	1	1_0_	1_0_
P	Q8IXI2-3	1	0	1.22E-05	0	0.032761455	0	1	0	1.40%	0	Isoform 3 of Mitochondrial Rho GTPase 1 OS=Homo sapiens GN=RHOT1 	1	1_0_	1_0_
P	Q8IXI2-2	1	0	1.30E-05	0	0.035142183	0	1	0	1.50%	0	Isoform 2 of Mitochondrial Rho GTPase 1 OS=Homo sapiens GN=RHOT1 	1	1_0_	1_0_
P	Q8IXI2-5	1	0	1.35E-05	0	0.037528396	0	1	0	1.60%	0	Isoform 5 of Mitochondrial Rho GTPase 1 OS=Homo sapiens GN=RHOT1 	1	1_0_	1_0_
P	Q8IXI2-4	1	0	1.46E-05	0	0.03992021	0	1	0	1.70%	0	Isoform 4 of Mitochondrial Rho GTPase 1 OS=Homo sapiens GN=RHOT1 	1	1_0_	1_0_
P	Q9BR76	8	26	2.07E-04	0.001131932	0.5776112	0.8113401	12	42	19.80%	25.80%	Coronin-1B OS=Homo sapiens GN=CORO1B PE=1 SV=1 	2	1_1_	1_1_
P	Q96MM7-4	1	1	1.31E-05	2.04E-05	0.059253693	0.044720173	1	1	2.50%	1.90%	Isoform 4 of Heparan-sulfate 6-O-sulfotransferase 2 OS=Homo sapiens GN=HS6ST2 	2	1_1_	1_1_
P	Q13190-3	5	1	1.90E-04	4.94E-05	0.46217716	0.16680968	6	1	16.50%	6.70%	Isoform 3 of Syntaxin-5 OS=Homo sapiens GN=STX5 	2	1_1_	1_1_
P	Q13190-2	5	1	1.68E-04	4.38E-05	0.39958727	0.14815366	6	1	14.60%	6.00%	Isoform 2 of Syntaxin-5 OS=Homo sapiens GN=STX5 	2	1_1_	1_1_
P	Q96MM7-2	1	1	1.84E-05	2.87E-05	0.083926916	0.061695576	1	1	3.50%	2.60%	Isoform 2 of Heparan-sulfate 6-O-sulfotransferase 2 OS=Homo sapiens GN=HS6ST2 	2	1_1_	1_1_
P	Q96MM7-3	1	1	1.69E-05	2.64E-05	0.07646525	0.05681753	1	1	3.20%	2.40%	Isoform 3 of Heparan-sulfate 6-O-sulfotransferase 2 OS=Homo sapiens GN=HS6ST2 	2	1_1_	1_1_
P	P28066	8	3	3.50E-04	1.64E-04	0.72583795	0.12201846	10	3	23.70%	5.00%	Proteasome subunit alpha type-5 OS=Homo sapiens GN=PSMA5 PE=1 SV=3 	2	1_1_	1_1_
P	Q13330-3	0	13	0	2.64E-04	0	0.27350307	0	14	0	10.50%	Isoform 3 of Metastasis-associated protein MTA1 OS=Homo sapiens GN=MTA1 	1	0_1_	0_1_
P	Q9UFF9	2	0	5.78E-05	0	0.09900582	0	2	0	4.10%	0	CCR4-NOT transcription complex subunit 8 OS=Homo sapiens GN=CNOT8 PE=1 SV=1 	1	1_0_	1_0_
P	Q13330-2	0	13	0	4.29E-04	0	0.47910845	0	14	0	17.00%	Isoform Short of Metastasis-associated protein MTA1 OS=Homo sapiens GN=MTA1 	1	0_1_	0_1_
P	P28074	7	2	3.21E-04	1.50E-04	0.56314766	0.25602996	10	3	19.40%	9.90%	Proteasome subunit beta type-5 OS=Homo sapiens GN=PSMB5 PE=1 SV=3 	2	1_1_	1_1_
P	tr|Q8WU40|Q8WU40_HUMAN	0	7	0	2.62E-04	0	0.41253757	0	9	0	15.00%	CAMK2G protein (Fragment) OS=Homo sapiens GN=CAMK2G PE=2 SV=2 	1	0_1_	0_1_
P	P28070	17	10	0.001150783	5.49E-04	1.4322038	1.118361	36	11	38.60%	32.60%	Proteasome subunit beta type-4 OS=Homo sapiens GN=PSMB4 PE=1 SV=4 	2	1_1_	1_1_
P	P33240	0	20	0	6.62E-04	0	0.7823788	0	29	0	25.10%	Cleavage stimulation factor subunit 2 OS=Homo sapiens GN=CSTF2 PE=1 SV=1 	1	0_1_	0_1_
P	Q8TBX8	0	2	0	6.26E-05	0	0.05681753	0	2	0	2.40%	Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma OS=Homo sapiens GN=PIP4K2C PE=1 SV=3 	1	0_1_	0_1_
P	tr|K7EQ17|K7EQ17_HUMAN	0	6	0	2.13E-04	0	0.16412604	0	9	0	6.60%	Nucleolar protein 4 (Fragment) OS=Homo sapiens GN=NOL4 PE=2 SV=1 	1	0_1_	0_1_
P	tr|K7EPP7|K7EPP7_HUMAN	1	0	3.34E-05	0	0.17760599	0	1	0	7.10%	0	DnaJ homolog subfamily C member 7 OS=Homo sapiens GN=DNAJC7 PE=2 SV=1 	1	1_0_	1_0_
P	tr|F6VVD0|F6VVD0_HUMAN	0	1	0	5.81E-05	0	0.14024973	0	1	0	5.70%	UAP56-interacting factor OS=Homo sapiens GN=FYTTD1 PE=2 SV=1 	1	0_1_	0_1_
P	tr|E5RJN7|E5RJN7_HUMAN	8	7	2.11E-04	3.29E-04	0.25025904	0.24165225	8	8	9.70%	9.40%	Double-stranded RNA-binding protein Staufen homolog 2 (Fragment) OS=Homo sapiens GN=STAU2 PE=2 SV=1 	2	1_1_	1_1_
P	tr|B4DNJ6|B4DNJ6_HUMAN	15	13	4.42E-04	6.54E-04	1.6546056	0.94536006	19	18	42.40%	28.90%	Serine-threonine kinase receptor-associated protein OS=Homo sapiens GN=STRAP PE=2 SV=1 	2	1_1_	1_1_
P	tr|G8JLD3|G8JLD3_HUMAN	15	17	1.40E-04	2.31E-04	0.33659554	0.39958727	18	19	12.60%	14.60%	ELKS/Rab6-interacting/CAST family member 1 OS=Homo sapiens GN=ERC1 PE=2 SV=1 	2	1_1_	1_1_
P	Q86UV5-2	0	5	0	6.70E-05	0	0.14815366	0	5	0	6.00%	Isoform 2 of Ubiquitin carboxyl-terminal hydrolase 48 OS=Homo sapiens GN=USP48 	1	0_1_	0_1_
P	tr|B4DLV4|B4DLV4_HUMAN	0	4	0	1.29E-04	0	0.08143401	0	4	0	3.40%	Serine hydroxymethyltransferase OS=Homo sapiens GN=SHMT2 PE=2 SV=1 	1	0_1_	0_1_
P	tr|F8VV56|F8VV56_HUMAN	1	0	5.82E-05	0	0.21059811	0	1	0	8.30%	0	CD63 antigen OS=Homo sapiens GN=CD63 PE=2 SV=1 	1	1_0_	1_0_
P	P60228	7	1	1.90E-04	5.92E-05	0.30918193	0.10407865	10	2	11.70%	4.30%	Eukaryotic translation initiation factor 3 subunit E OS=Homo sapiens GN=EIF3E PE=1 SV=1 	2	1_1_	1_1_
P	Q6NUK1-2	10	1	3.13E-04	2.88E-05	0.42232883	0.11686325	17	1	15.30%	4.80%	Isoform 2 of Calcium-binding mitochondrial carrier protein SCaMC-1 OS=Homo sapiens GN=SLC25A24 	2	1_1_	1_1_
P	tr|K7ELW0|K7ELW0_HUMAN	0	5	0	3.90E-04	0	0.7498466	0	5	0	24.30%	Protein DJ-1 OS=Homo sapiens GN=PARK7 PE=2 SV=1 	1	0_1_	0_1_
P	Q9H0X4-2	2	0	3.13E-05	0	0.10407865	0	2	0	4.30%	0	Isoform 2 of Protein ITFG3 OS=Homo sapiens GN=ITFG3 	1	1_0_	1_0_
P	tr|K7EP90|K7EP90_HUMAN	0	1	0	2.88E-05	0	0.08893013	0	1	0	3.70%	RNA-binding protein 42 OS=Homo sapiens GN=RBM42 PE=2 SV=1 	1	0_1_	0_1_
P	tr|E9PM92|E9PM92_HUMAN	8	0	5.41E-04	0	0.9724227	0	10	0	29.50%	0	Small acidic protein (Fragment) OS=Homo sapiens GN=C11orf58 PE=2 SV=1 	1	1_0_	1_0_
P	tr|E9PEV0|E9PEV0_HUMAN	3	0	7.67E-05	0	0.12201846	0	6	0	5.00%	0	Gamma-secretase C-terminal fragment 59 OS=Homo sapiens GN=APP PE=2 SV=1 	1	1_0_	1_0_
P	Q9UFN0	16	8	9.22E-04	5.34E-04	1.3550494	0.4927944	27	10	37.20%	17.40%	Protein NipSnap homolog 3A OS=Homo sapiens GN=NIPSNAP3A PE=1 SV=2 	2	1_1_	1_1_
P	tr|E9PQ68|E9PQ68_HUMAN	3	1	2.12E-04	1.66E-04	0.6595869	0.39636838	4	2	22.00%	14.50%	"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial OS=Homo sapiens GN=NDUFB8 PE=2 SV=1 "	2	1_1_	1_1_
P	Q8IXB1-2	9	1	1.13E-04	1.76E-05	0.25892544	0.044720173	10	1	10.00%	1.90%	Isoform 2 of DnaJ homolog subfamily C member 10 OS=Homo sapiens GN=DNAJC10 	2	1_1_	1_1_
P	tr|K7EM73|K7EM73_HUMAN	9	0	7.25E-04	0	2.723917	0	14	0	57.10%	0	Calpain small subunit 1 (Fragment) OS=Homo sapiens GN=CAPNS1 PE=2 SV=1 	1	1_0_	1_0_
P	tr|H3BMM5|H3BMM5_HUMAN	5	1	7.84E-05	2.45E-05	0.6218101	0.071519256	5	1	21.00%	3.00%	Uncharacterized protein OS=Homo sapiens PE=4 SV=1 	2	1_1_	1_1_
P	tr|D3DQV9|D3DQV9_HUMAN	13	9	1.49E-04	1.31E-04	0.41579378	0.30918193	16	9	15.10%	11.70%	Eukaryotic translation initiation factor 4 gamma 2 (Fragment) OS=Homo sapiens GN=EIF4G2 PE=2 SV=1 	2	1_1_	1_1_
P	tr|E7ETU6|E7ETU6_HUMAN	1	0	6.16E-05	0	0.22461617	0	1	0	8.80%	0	Stromal membrane-associated protein 1 OS=Homo sapiens GN=SMAP1 PE=2 SV=1 	1	1_0_	1_0_
P	P31153	2	0	4.27E-05	0	0.17760599	0	2	0	7.10%	0	S-adenosylmethionine synthase isoform type-2 OS=Homo sapiens GN=MAT2A PE=1 SV=1 	1	1_0_	1_0_
P	tr|C9J5N1|C9J5N1_HUMAN	1	0	1.70E-05	0	0.09144032	0	1	0	3.80%	0	Protein PTGES3L-AARSD1 OS=Homo sapiens GN=PTGES3L-AARSD1 PE=2 SV=1 	1	1_0_	1_0_
P	Q09028-2	0	7	0	3.11E-04	0	1.0796967	0	10	0	31.80%	Isoform 2 of Histone-binding protein RBBP4 OS=Homo sapiens GN=RBBP4 	1	0_1_	0_1_
P	Q09028-3	0	7	0	3.21E-04	0	1.133045	0	10	0	32.90%	Isoform 3 of Histone-binding protein RBBP4 OS=Homo sapiens GN=RBBP4 	1	0_1_	0_1_
P	P02533	2	4	5.36E-05	1.12E-04	0.16412604	0.21059811	3	4	6.60%	8.30%	"Keratin, type I cytoskeletal 14 OS=Homo sapiens GN=KRT14 PE=1 SV=4 "	2	1_1_	1_1_
P	P31146	0	9	0	4.29E-04	0	0.38356638	0	15	0	14.10%	Coronin-1A OS=Homo sapiens GN=CORO1A PE=1 SV=4 	1	0_1_	0_1_
P	tr|H0YEY8|H0YEY8_HUMAN	4	0	1.96E-04	0	1.0941124	0	5	0	32.10%	0	Phosphatidylinositol-binding clathrin assembly protein (Fragment) OS=Homo sapiens GN=PICALM PE=4 SV=1 	1	1_0_	1_0_
P	P02545	0	4	0	9.92E-05	0	0.10917485	0	5	0	4.50%	Prelamin-A/C OS=Homo sapiens GN=LMNA PE=1 SV=1 	1	0_1_	0_1_
P	tr|Q5JS74|Q5JS74_HUMAN	0	2	0	6.70E-05	0	0.06905484	0	3	0	2.90%	Peripheral plasma membrane protein CASK OS=Homo sapiens GN=CASK PE=2 SV=1 	1	0_1_	0_1_
P	tr|F5H211|F5H211_HUMAN	1	0	2.28E-05	0	0.1324004	0	1	0	5.40%	0	Ataxin-3 OS=Homo sapiens GN=ATXN3 PE=2 SV=1 	1	1_0_	1_0_
P	P31150	113	58	0.003643717	0.002506058	4.3951063	3.6881337	193	85	73.20%	67.10%	Rab GDP dissociation inhibitor alpha OS=Homo sapiens GN=GDI1 PE=1 SV=2 	2	1_1_	1_1_
P	tr|C9J2U4|C9J2U4_HUMAN	2	0	7.51E-05	0	0.17760599	0	3	0	7.10%	0	"Chromosome 3 open reading frame 31, isoform CRA_f OS=Homo sapiens GN=TAMM41 PE=2 SV=1 "	1	1_0_	1_0_
P	Q9UGQ3-2	1	0	1.90E-05	0	0.0519619	0	1	0	2.20%	0	"Isoform 2 of Solute carrier family 2, facilitated glucose transporter member 6 OS=Homo sapiens GN=SLC2A6 "	1	1_0_	1_0_
P	P08237-2	17	4	2.25E-04	7.04E-05	0.4927944	0.10662377	20	4	17.40%	4.40%	"Isoform 2 of 6-phosphofructokinase, muscle type OS=Homo sapiens GN=PFKM "	2	1_1_	1_1_
P	P08237-3	17	4	1.98E-04	6.19E-05	0.42232883	0.09395635	20	4	15.30%	3.90%	"Isoform 3 of 6-phosphofructokinase, muscle type OS=Homo sapiens GN=PFKM "	2	1_1_	1_1_
P	tr|H0YL69|H0YL69_HUMAN	4	0	1.43E-04	0	0.72583795	0	4	0	23.70%	0	Proteasome subunit alpha type (Fragment) OS=Homo sapiens GN=PSMA4 PE=2 SV=1 	1	1_0_	1_0_
P	tr|F5GWE5|F5GWE5_HUMAN	7	0	3.13E-04	0	0.5848932	0	10	0	20.00%	0	Phosphatidylinositol transfer protein alpha isoform OS=Homo sapiens GN=PITPNA PE=2 SV=1 	1	1_0_	1_0_
P	tr|F5H8E5|F5H8E5_HUMAN	10	3	8.41E-05	3.94E-05	0.42560756	0.08143401	10	3	15.40%	3.40%	Ubiquitin carboxyl-terminal hydrolase OS=Homo sapiens GN=USP7 PE=2 SV=1 	2	1_1_	1_1_
P	tr|H0YDD4|H0YDD4_HUMAN	11	3	2.29E-04	1.38E-04	0.503142	0.07398939	13	5	17.70%	3.10%	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial (Fragment) OS=Homo sapiens GN=DLAT PE=2 SV=1 "	2	1_1_	1_1_
P	Q5T5P2-4	0	1	0	1.52E-05	0	0.03992021	0	1	0	1.70%	Isoform 4 of Sickle tail protein homolog OS=Homo sapiens GN=KIAA1217 	1	0_1_	0_1_
P	Q5T5P2-2	0	1	0	9.81E-06	0	0.025651932	0	1	0	1.10%	Isoform 2 of Sickle tail protein homolog OS=Homo sapiens GN=KIAA1217 	1	0_1_	0_1_
P	Q5T5P2-3	0	1	0	9.00E-06	0	0.023293018	0	1	0	1.00%	Isoform 3 of Sickle tail protein homolog OS=Homo sapiens GN=KIAA1217 	1	0_1_	0_1_
P	P99999	23	8	0.002330793	0.001255135	1.0183663	1.0183663	29	10	30.50%	30.50%	Cytochrome c OS=Homo sapiens GN=CYCS PE=1 SV=2 	2	1_1_	1_1_
P	Q9BR01	1	0	2.97E-05	0	0.18576872	0	1	0	7.40%	0	Sulfotransferase 4A1 OS=Homo sapiens GN=SULT4A1 PE=1 SV=2 	1	1_0_	1_0_
P	Q8WUY3-4	3	0	8.29E-06	0	0.04712856	0	3	0	2.00%	0	Isoform 4 of Protein prune homolog 2 OS=Homo sapiens GN=PRUNE2 	1	1_0_	1_0_
P	Q8WUY3-2	3	0	8.20E-06	0	0.04712856	0	3	0	2.00%	0	Isoform 2 of Protein prune homolog 2 OS=Homo sapiens GN=PRUNE2 	1	1_0_	1_0_
P	Q8WUY3-3	3	0	8.19E-06	0	0.04712856	0	3	0	2.00%	0	Isoform 3 of Protein prune homolog 2 OS=Homo sapiens GN=PRUNE2 	1	1_0_	1_0_
P	Q5T5P2-8	0	1	0	1.45E-05	0	0.03992021	0	1	0	1.70%	Isoform 7 of Sickle tail protein homolog OS=Homo sapiens GN=KIAA1217 	1	0_1_	0_1_
P	Q14671-2	4	4	2.91E-05	5.67E-05	0.1428783	0.11173177	4	5	5.80%	4.60%	Isoform 2 of Pumilio homolog 1 OS=Homo sapiens GN=PUM1 	2	1_1_	1_1_
P	Q5T5P2-7	0	1	0	9.77E-06	0	0.025651932	0	1	0	1.10%	Isoform 5 of Sickle tail protein homolog OS=Homo sapiens GN=KIAA1217 	1	0_1_	0_1_
P	Q14671-3	4	4	2.84E-05	5.55E-05	0.13762724	0.10917485	4	5	5.60%	4.50%	Isoform 3 of Pumilio homolog 1 OS=Homo sapiens GN=PUM1 	2	1_1_	1_1_
P	Q5T5P2-6	0	1	0	1.41E-05	0	0.037528396	0	1	0	1.60%	Isoform 6 of Sickle tail protein homolog OS=Homo sapiens GN=KIAA1217 	1	0_1_	0_1_
P	Q8TCD5	2	0	8.40E-05	0	0.23026884	0	2	0	9.00%	0	"5'(3')-deoxyribonucleotidase, cytosolic type OS=Homo sapiens GN=NT5C PE=1 SV=2 "	1	1_0_	1_0_
P	tr|E5RHE9|E5RHE9_HUMAN	2	1	2.01E-04	1.05E-04	0.6069412	0.6069412	3	1	20.60%	20.60%	Inositol monophosphatase 1 OS=Homo sapiens GN=IMPA1 PE=2 SV=1 	2	1_1_	1_1_
P	tr|V9GZ56|V9GZ56_HUMAN	0	2	0	1.11E-04	0	0.20226443	0	2	0	8.00%	U6 snRNA-associated Sm-like protein LSm4 (Fragment) OS=Homo sapiens GN=LSM4 PE=4 SV=1 	1	0_1_	0_1_
P	Q9BQT9	1	0	8.83E-06	0	0.04231739	0	1	0	1.80%	0	Calsyntenin-3 OS=Homo sapiens GN=CLSTN3 PE=1 SV=1 	1	1_0_	1_0_
P	Q8TEX9-2	5	1	4.68E-05	1.22E-05	0.1324004	0.023293018	6	1	5.40%	1.00%	Isoform 2 of Importin-4 OS=Homo sapiens GN=IPO4 	2	1_1_	1_1_
P	P63010-2	22	16	2.31E-04	2.36E-04	0.61808	0.38038433	26	17	20.90%	14.00%	Isoform 2 of AP-2 complex subunit beta OS=Homo sapiens GN=AP2B1 	2	1_1_	1_1_
P	P00395	2	0	3.29E-05	0	0.14815366	0	2	0	6.00%	0	Cytochrome c oxidase subunit 1 OS=Homo sapiens GN=MT-CO1 PE=1 SV=1 	1	1_0_	1_0_
P	P00390	7	0	1.78E-04	0	0.36772883	0	11	0	13.60%	0	"Glutathione reductase, mitochondrial OS=Homo sapiens GN=GSR PE=1 SV=2 "	1	1_0_	1_0_
P	tr|D6RBS5|D6RBS5_HUMAN	1	0	5.02E-05	0	0.27938128	0	1	0	10.70%	0	ELMO domain-containing protein 2 (Fragment) OS=Homo sapiens GN=ELMOD2 PE=2 SV=1 	1	1_0_	1_0_
P	tr|J3KP72|J3KP72_HUMAN	13	14	4.15E-04	7.86E-04	1.5763211	1.8575904	14	17	41.10%	45.60%	Protein-L-isoaspartate O-methyltransferase OS=Homo sapiens GN=PCMT1 PE=2 SV=1 	2	1_1_	1_1_
P	P63010-3	22	16	2.49E-04	2.55E-04	0.68267405	0.41579378	26	17	22.60%	15.10%	Isoform 3 of AP-2 complex subunit beta OS=Homo sapiens GN=AP2B1 	2	1_1_	1_1_
P	P00387	29	3	0.001261656	1.31E-04	2.935501	0.31825674	45	3	59.50%	12.00%	NADH-cytochrome b5 reductase 3 OS=Homo sapiens GN=CYB5R3 PE=1 SV=3 	2	1_1_	1_1_
P	P00367	48	4	9.68E-04	9.45E-05	1.5003455	0.37404191	64	4	39.80%	13.80%	"Glutamate dehydrogenase 1, mitochondrial OS=Homo sapiens GN=GLUD1 PE=1 SV=2 "	2	1_1_	1_1_
P	P37802	44	31	0.002290001	0.002317901	2.2210689	2.8282475	54	35	50.80%	58.30%	Transgelin-2 OS=Homo sapiens GN=TAGLN2 PE=1 SV=3 	2	1_1_	1_1_
P	Q9BRF8	1	0	2.69E-05	0	0.083926916	0	1	0	3.50%	0	Calcineurin-like phosphoesterase domain-containing protein 1 OS=Homo sapiens GN=CPPED1 PE=1 SV=3 	1	1_0_	1_0_
P	P00352	13	2	2.36E-04	5.26E-05	0.6672472	0.071519256	14	2	22.20%	3.00%	Retinal dehydrogenase 1 OS=Homo sapiens GN=ALDH1A1 PE=1 SV=2 	2	1_1_	1_1_
P	tr|H0YL72|H0YL72_HUMAN	13	0	4.59E-04	0	0.55955243	0	18	0	19.30%	0	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial OS=Homo sapiens GN=IDH3A PE=2 SV=1 "	1	1_0_	1_0_
P	Q00169	7	0	3.13E-04	0	0.5848932	0	10	0	20.00%	0	Phosphatidylinositol transfer protein alpha isoform OS=Homo sapiens GN=PITPNA PE=1 SV=2 	1	1_0_	1_0_
P	Q14344	4	0	1.34E-04	0	0.23879659	0	6	0	9.30%	0	Guanine nucleotide-binding protein subunit alpha-13 OS=Homo sapiens GN=GNA13 PE=1 SV=2 	1	1_0_	1_0_
P	Q9GZY8	13	0	4.69E-04	0	1.1677041	0	19	0	33.60%	0	Mitochondrial fission factor OS=Homo sapiens GN=MFF PE=1 SV=1 	1	1_0_	1_0_
P	Q9BRG1	4	1	2.40E-04	7.49E-05	1.4660394	0.10917485	5	1	39.20%	4.50%	Vacuolar protein-sorting-associated protein 25 OS=Homo sapiens GN=VPS25 PE=1 SV=1 	2	1_1_	1_1_
P	tr|F5H5I6|F5H5I6_HUMAN	5	4	2.10E-04	2.18E-04	0.33045447	0.2647363	9	6	12.40%	10.20%	G-rich sequence factor 1 OS=Homo sapiens GN=GRSF1 PE=2 SV=1 	2	1_1_	1_1_
P	Q9GZZ9	2	0	4.18E-05	0	0.1271975	0	2	0	5.20%	0	Ubiquitin-like modifier-activating enzyme 5 OS=Homo sapiens GN=UBA5 PE=1 SV=1 	1	1_0_	1_0_
P	Q14353	3	0	1.07E-04	0	0.15877736	0	3	0	6.40%	0	Guanidinoacetate N-methyltransferase OS=Homo sapiens GN=GAMT PE=1 SV=1 	1	1_0_	1_0_
P	Q92614-2	20	5	1.03E-04	6.12E-05	0.32434154	0.101539254	21	8	12.20%	4.20%	Isoform 2 of Unconventional myosin-XVIIIa OS=Homo sapiens GN=MYO18A 	2	1_1_	1_1_
P	Q8TCJ2	5	2	5.11E-05	3.19E-05	0.1428783	0.09900582	5	2	5.80%	4.10%	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B OS=Homo sapiens GN=STT3B PE=1 SV=1 	2	1_1_	1_1_
P	Q92614-3	0	5	0	5.27E-05	0	0.08642566	0	8	0	3.60%	Isoform 3 of Unconventional myosin-XVIIIa OS=Homo sapiens GN=MYO18A 	1	0_1_	0_1_
P	Q92913-2	0	1	0	6.86E-05	0	0.25602996	0	1	0	9.90%	Isoform 2 of Fibroblast growth factor 13 OS=Homo sapiens GN=FGF13 	1	0_1_	0_1_
P	P37837	9	2	2.75E-04	7.82E-05	0.44543982	0.19398808	11	2	16.00%	7.70%	Transaldolase OS=Homo sapiens GN=TALDO1 PE=1 SV=2 	2	1_1_	1_1_
P	Q92614-4	20	5	8.69E-05	5.17E-05	0.26765192	0.08642566	21	8	10.30%	3.60%	Isoform 4 of Unconventional myosin-XVIIIa OS=Homo sapiens GN=MYO18A 	2	1_1_	1_1_
P	Q92913-3	1	1	3.31E-05	5.17E-05	0.1561122	0.18850219	1	1	6.30%	7.50%	Isoform 3 of Fibroblast growth factor 13 OS=Homo sapiens GN=FGF13 	2	1_1_	1_1_
P	tr|C9JEL3|C9JEL3_HUMAN	3	1	1.98E-04	6.19E-05	0.15080035	0.15080035	5	1	6.10%	6.10%	Eukaryotic translation initiation factor 4E type 2 (Fragment) OS=Homo sapiens GN=EIF4E2 PE=2 SV=1 	2	1_1_	1_1_
P	Q92913-4	0	1	0	6.62E-05	0	0.24451458	0	1	0	9.50%	Isoform 4 of Fibroblast growth factor 13 OS=Homo sapiens GN=FGF13 	1	0_1_	0_1_
P	Q92913-5	0	1	0	5.83E-05	0	0.2133888	0	1	0	8.40%	Isoform 5 of Fibroblast growth factor 13 OS=Homo sapiens GN=FGF13 	1	0_1_	0_1_
P	P37840	16	1	0.001205582	9.41E-05	2.548134	0.43548942	20	1	55.00%	15.70%	Alpha-synuclein OS=Homo sapiens GN=SNCA PE=1 SV=1 	2	1_1_	1_1_
P	Q13813-2	266	556	0.00114815	0.003889298	2.6897762	3.8752851	337	731	56.70%	68.80%	"Isoform 2 of Spectrin alpha chain, non-erythrocytic 1 OS=Homo sapiens GN=SPTAN1 "	2	1_1_	1_1_
P	Q9BRK0	5	1	2.01E-04	1.05E-04	0.5776112	0.24451458	6	2	19.80%	9.50%	Receptor expression-enhancing protein 2 OS=Homo sapiens GN=REEP2 PE=2 SV=2 	2	1_1_	1_1_
P	Q9BRJ2	3	0	8.27E-05	0	0.1614486	0	3	0	6.50%	0	"39S ribosomal protein L45, mitochondrial OS=Homo sapiens GN=MRPL45 PE=1 SV=2 "	1	1_0_	1_0_
P	Q9BRJ7	0	1	0	6.25E-05	0	0.21618605	0	1	0	8.50%	Protein syndesmos OS=Homo sapiens GN=NUDT16L1 PE=1 SV=1 	1	0_1_	0_1_
P	tr|H3BNQ7|H3BNQ7_HUMAN	17	0	4.26E-04	0	0.6069412	0	26	0	20.60%	0	"4-aminobutyrate aminotransferase, mitochondrial OS=Homo sapiens GN=ABAT PE=2 SV=1 "	1	1_0_	1_0_
P	tr|B7Z1C2|B7Z1C2_HUMAN	0	1	0	6.52E-05	0	0.2705741	0	1	0	10.40%	Mevalonate kinase OS=Homo sapiens GN=MVK PE=2 SV=1 	1	0_1_	0_1_
